accession	collected_by	collection_date	country	identified_by	lat_lon	scientific_name	sequence_length	specimen_voucher	trace_count
JQ174245		04-Mar-1989	Panama: Bocas Del Toro		9.183 N 82.283 W	Campephilus guatemalensis	652	USNM:Birds:612350	2
JQ174244		05-Feb-1989	Panama: Bocas Del Toro		9.233 N 82.267 W	Campephilus guatemalensis	652	USNM:Birds:612345	2
JQ174243		03-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.592 E	Camaroptera brachyura	652	USNM:Birds:630828	2
JQ174242		06-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.592 E	Camaroptera brachyura	557	USNM:Birds:630869	2
JQ174241		03-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.592 E	Camaroptera brachyura	652	USNM:Birds:627689	2
JQ174240		19-Oct-1989	Australia: Queensland			Calyptorhynchus funereus	652	USNM:Birds:542615	2
JQ174239		04-Oct-2000	Guyana		6.017 N 58.20 W	Calliphlox amethystina	652	USNM:Birds:627430	2
JQ174238		26-Feb-2007	Guyana: Cuyuni-Mazaruni		5.984 N 61.045 W	Calliphlox amethystina	652	USNM:Birds:639236	2
JQ174237		19-Mar-2000	Guyana		2.367 N 59.45 W	Calliphlox amethystina	652	USNM:Birds:622248	2
JQ174236		08-Dec-1997	USA: Washington			Callipepla californica	652	USNM:Birds:601158	2
JQ174235		14-Oct-2004	South Korea: North Cholla		35.883 N 126.633 E	Calidris ruficollis	652	USNM:Birds:633343	2
JQ174233		21-Apr-1990	Panama: Bocas Del Toro			Cacicus uropygialis	652	USNM:Birds:608010	2
JQ174232		21-Apr-1990	Panama: Bocas Del Toro			Cacicus uropygialis	629	USNM:Birds:608011	2
JQ174231		14-Feb-1992	Argentina: Entre Rios			Cacicus solitarius	649	USNM:Birds:614725	2
JQ174230		25-Sep-1997	Guyana: Northwest District		7.367 N 60.483 W	Cacicus haemorrhous	652	USNM:Birds:586489	2
JQ174229		06-Apr-1996	Guyana: Berbice		5.667 N 57.883 W	Cacicus haemorrhous	626	USNM:Birds:A 173	2
JQ174226		04-Apr-1996	Guyana: Berbice		5.667 N 57.883 W	Cacicus cela	652	USNM:Birds:621073	2
JQ174225		07-Apr-2000	Guyana		2.20 N 59.367 W	Cacicus cela	652	USNM:Birds:626176	2
JQ174224		08-Feb-1989	Panama: Bocas Del Toro			Butorides virescens	611	USNM:Birds:606723	2
JQ174223		29-Apr-1990	Panama: Bocas Del Toro			Butorides virescens	652	USNM:Birds:607636	2
JQ174222		01-Apr-1990	Panama: Bocas Del Toro			Butorides virescens	652	USNM:Birds:607637	2
JQ174221		16-Feb-1992	Argentina: Entre Rios			Butorides striata	652	USNM:Birds:614516	2
JQ174219			USA: Hawaii			Buteo solitarius	651	USNM:Birds:616646	2
JQ174218			USA: Hawaii			Buteo solitarius	651	USNM:Birds:616647	2
JQ174217			USA: Hawaii			Buteo solitarius	651	USNM:Birds:622623	2
JQ174216		05-Nov-2000	Guyana		2.967 N 59.95 W	Buteo nitidus	652	USNM:Birds:623049	2
JQ174214		27-Aug-1998	Guyana		1.417 N 58.95 W	Buteogallus urubitinga	652	USNM:Birds:621696	2
JQ174213		31-Aug-2002	Uruguay: Tacuarembo		32.317 S 55.433 W	Buteogallus meridionalis	652	USNM:Birds:630248	2
JQ174212		04-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Buteogallus meridionalis	652	USNM:Birds:632718	2
JQ174211		12-Mar-2002	Guyana		8.40 N 59.75 W	Buteogallus anthracinus	652	USNM:Birds:627561	2
JQ174209		04-Apr-1999	Guyana		6.517 N 57.733 W	Buteogallus aequinoctialis	652	USNM:Birds:625341	2
JQ174208		05-Oct-1998	Guyana		6.517 N 57.567 W	Buteogallus aequinoctialis	652	USNM:Birds:625103	2
JQ174207		01-Jan-2001	Guyana		6.517 N 57.733 W	Buteogallus aequinoctialis	652	USNM:Birds:627153	2
JQ174205		22-Sep-2002	Uruguay: Rocha		33.827 S 53.951 W	Buteo albicaudatus	652	USNM:Birds:630304	2
JQ174201		26-Feb-1990	Pacific Ocean		5.00 N 140.00 W	Bulweria bulwerii	649	USNM:Birds:613232	2
JQ174200		10-May-1989	Philippines: Luzon			Buceros hydrocorax	651	USNM:Birds:613076	2
JQ174199		14-Jan-2001	Guyana		5.517 N 60.733 W	Bucco tamatia	652	USNM:Birds:622951	2
JQ174196		11-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Bucco capensis	652	USNM:Birds:637053	2
JQ174194		09-May-1990	Panama: Chiriqui		8.70 N 82.883 W	Brotogeris jugularis	652	USNM:Birds:613284	2
JQ174192		26-Jul-2004	Guyana		4.902 N 59.901 W	Brotogeris chrysoptera	652	USNM:Birds:632579	2
JQ174191		26-Jul-2004	Guyana		4.902 N 59.901 W	Brotogeris chrysoptera	652	USNM:Birds:632819	2
JQ174190		19-Jun-1997	Mongolia: Tov		48.363 N 106.304 E	Bradypterus tacsanowskius	648	USNM:Birds:586735	2
JQ174189		05-Mar-2001	Myanmar: Kachin		27.746 N 97.723 E	Brachypteryx leucophrys	652	USNM:Birds:631866	2
JQ174188		05-Mar-2005	Myanmar: Kachin		27.747 N 97.82 E	Brachypteryx leucophrys	652	USNM:Birds:631861	2
JQ174187		15-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Brachygalba lugubris	652	USNM:Birds:637136	2
JQ174186		18-Jan-2001	Guyana		5.517 N 60.733 W	Brachygalba lugubris	650	USNM:Birds:622889	2
JQ174185		12-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Brachygalba lugubris	649	USNM:Birds:637212	2
JQ174183		10-Oct-2000	Guyana		6.733 N 58.217 W	Botaurus pinnatus	649	USNM:Birds:623080	2
JQ174178		12-Jun-2006	Gabon: Ogooue-Maritime		1.825 S 9.881 E	Bleda syndactylus	652	USNM:Birds:627303	2
JQ174177		27-Sep-2002	Gabon: Ogooue-Maritime		2.34 S 9.598 E	Bleda syndactylus	652	USNM:Birds:630777	2
JQ174176		12-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Bleda eximius	652	USNM:Birds:631615	2
JQ174175		06-Jun-2006	Gabon: Ogooue-Maritime		1.848 S 9.86 E	Bleda eximius	652	USNM:Birds:627272	2
JQ174172		18-Oct-2000	Guyana		6.80 N 58.483 W	Berlepschia rikeri	649	USNM:Birds:627456	2
JQ174171		24-Mar-1999	Guyana		1.65 N 58.617 W	Berlepschia rikeri	606	USNM:Birds:621990	2
JQ174167		02-Nov-1994	Guyana: Essequibo		5.50 N 60.783 W	Basileuterus rivularis	652	USNM:Birds:609194	2
JQ174166		04-Apr-2000	Guyana		2.20 N 59.367 W	Basileuterus rivularis	652	USNM:Birds:626016	2
JQ174165		01-Nov-1994	Guyana: Essequibo		5.50 N 60.783 W	Basileuterus rivularis	652	USNM:Birds:620171	2
JQ174164		28-Sep-1997	Guyana: North West		7.367 N 60.483 W	Basileuterus rivularis	633	USNM:Birds:586471	2
JQ174163		09-Feb-2001	Guyana		5.20 N 57.283 W	Basileuterus rivularis	639	USNM:Birds:627199	2
JQ174148		23-Apr-1990	Panama: Bocas Del Toro			Baryphthengus martii	652	USNM:Birds:613420	2
JQ174147		01-Jan-2001	Panama: Chiriqui			Bangsia arcaei	652	USNM:Birds:613343	2
JQ174146		12-Mar-1991	Panama: Bocas Del Toro			Bangsia arcaei	619	USNM:Birds:614104	2
JQ174145		09-May-1990	Panama: Chiriqui			Bangsia arcaei	652	USNM:Birds:607630	2
JQ174144		11-Apr-2004	USA: California		38.86 N 122.42 W	Baeolophus inornatus	652	USNM:Birds:632205	2
JQ174143		23-Jun-2006	USA: California		38.653 N 120.75 W	Baeolophus inornatus	652	USNM:Birds:636798	2
JQ174142		31-May-2001	USA: Virginia		36.65 N 83.248 W	Baeolophus bicolor	652	USNM:Birds:633821	2
JQ174141		15-Oct-1983	USA: Texas			Baeolophus atricristatus	652	USNM:Birds:1749	2
JQ174140		01-Jan-2001	Australia: Queensland			Aviceda subcristata	652	USNM:Birds:620186	2
JQ174139		20-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		3.58 N 58.663 W	Automolus rufipileatus	644	USNM:Birds:637154	2
JQ174138		22-Sep-1986	Brazil: Para		3.65 S 52.367 W	Automolus rufipileatus	652	USNM:Birds:541381	2
JQ174137		22-Mar-1999	Guyana		1.583 N 58.633 W	Automolus rufipileatus	652	USNM:Birds:625455	2
JQ174134		21-Mar-1999	Guyana		1.583 N 58.633 W	Automolus rubiginosus	652	USNM:Birds:625456	2
JQ174133		05-Sep-1998	Guyana		1.383 N 58.933 W	Automolus rubiginosus	652	USNM:Birds:621751	2
JQ174116		21-Jul-2004	Guyana		4.933 N 59.883 W	Attila spadiceus	652	USNM:Birds:632307	2
JQ174115		01-Mar-1999	Guyana		1.65 N 58.617 W	Attila cinnamomeus	564	USNM:Birds:625586	2
JQ174114		09-Sep-1986	Brazil: Para		3.65 S 52.367 W	Attila cinnamomeus	652	USNM:Birds:572611	2
JQ174112		03-Mar-1999	Guyana		1.65 N 58.617 W	Attila cinnamomeus	652	USNM:Birds:622065	2
JQ174095		09-Feb-2001	Guyana		5.20 N 57.283 W	Arremon taciturnus	639	USNM:Birds:627200	2
JQ174093		29-Aug-1998	Guyana		1.383 N 58.933 W	Arremon taciturnus	652	USNM:Birds:625322	2
JQ174090		20-Apr-1990	Panama: Bocas Del Toro			Arremonops conirostris	652	USNM:Birds:608006	2
JQ174089		14-Feb-1989	Panama: Bocas Del Toro			Arremonops conirostris	652	USNM:Birds:607186	2
JQ174088		14-Feb-1989	Panama: Bocas Del Toro			Arremon aurantiirostris	652	USNM:Birds:607183	2
JQ174087		17-Apr-1990	Panama: Bocas Del Toro			Arremon aurantiirostris	648	USNM:Birds:608001	2
JQ174086		08-Mar-1991	Panama: Bocas Del Toro			Arremon aurantiirostris	645	USNM:Birds:608246	2
JQ174085		15-Feb-1992	Argentina: Entre Rios			Ardea cocoi	652	USNM:Birds:614524	2
JQ174084		05-Sep-1986	Brazil: Para		3.65 S 52.367 W	Ardea cocoi	652	USNM:Birds:562181	2
JQ174080		06-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Eupsittula pertinax	652	USNM:Birds:632844	2
JQ174078		17-Oct-2000	Guyana		6.517 N 57.733 W	Eupsittula pertinax	649	USNM:Birds:627450	2
JQ174074		10-Sep-1986	Brazil: Para		3.65 S 52.367 W	Psittacara leucophthalmus	652	USNM:Birds:541326	2
JQ174073		20-Sep-1986	Brazil: Para		3.65 S 52.367 W	Psittacara leucophthalmus	613	USNM:Birds:541612	2
JQ174072		13-Mar-2002	Guyana		8.40 N 59.75 W	Psittacara leucophthalmus	652	USNM:Birds:616814	2
JQ174071		17-Oct-1995	Argentina: Corrientes		28.50 S 58.812 W	Psittacara leucophthalmus	652	USNM:Birds:609517	2
JQ174070		16-Feb-1989	Panama: Bocas Del Toro		9.233 N 82.267 W	Psittacara finschi	652	USNM:Birds:612287	2
JQ174069		26-Feb-1989	Panama: Bocas Del Toro		9.217 N 82.35 W	Psittacara finschi	652	USNM:Birds:612288	2
JQ174068		11-Apr-1990	Panama: Bocas Del Toro		9.15 N 82.067 W	Psittacara finschi	652	USNM:Birds:613366	2
JQ174067		14-Sep-1986	Brazil: Para		3.65 S 52.367 W	Eupsittula aurea	652	USNM:Birds:541345	2
JQ174066		23-Aug-1986	Brazil: Para		3.65 S 52.367 W	Ara severus	651	USNM:Birds:541325	2
JQ174065		21-Sep-2002	Uruguay: Rocha		34.036 S 53.826 W	Aramides ypecaha	652	USNM:Birds:630309	2
JQ174064		21-Sep-1986	Brazil: Para		3.65 S 52.367 W	Ara macao	645	USNM:Birds:541324	2
JQ174063		12-Feb-2001	Myanmar: Kachin		27.50 N 97.802 E	Arachnothera magna	652	USNM:Birds:631801	2
JQ174062		21-Nov-1994	Myanmar: Pegu			Arachnothera longirostra	652	USNM:Birds:620289	2
JQ174061		21-Sep-1986	Brazil: Para		3.65 S 52.367 W	Ara ararauna	618	USNM:Birds:541323	2
JQ174060		20-Oct-1989	Australia: Queensland			Aprosmictus erythropterus	652	USNM:Birds:542617	2
JQ174059		21-Jan-1994	Papua New Guinea: New Ireland		4.50 S 152.933 E	Aplonis metallica	652	USNM:Birds:615063	2
JQ174058		16-Jan-1994	Papua New Guinea: New Ireland		4.50 S 152.933 E	Aplonis metallica	652	USNM:Birds:615062	2
JQ174057		16-Jan-1994	Papua New Guinea: New Ireland		4.50 S 152.933 E	Aplonis metallica	652	USNM:Birds:615060	2
JQ174056		19-Apr-2003	USA: California			Aphelocoma californica	645	USNM:Birds:632202	2
JQ174055		13-Jul-2005	USA: California			Aphelocoma californica	652	USNM:Birds:636936	2
JQ174054		22-Jun-2005	USA: California		40.874 N 120.069 W	Aphelocoma californica	569	USNM:Birds:634980	2
JQ174053		06-Feb-2001	Guyana		5.20 N 57.283 W	Anurolimnas viridis	603	USNM:Birds:627189	2
JQ174052		07-Apr-2000	Guyana		2.233 N 59.40 W	Anurolimnas viridis	652	USNM:Birds:616611	2
JQ174051		04-Nov-2005	Uruguay: Artigas		30.81 S 56.096 W	Anumbius annumbi	627	USNM:Birds:636115	2
JQ174050		24-Oct-2005	Uruguay: Rocha		33.742 S 53.746 W	Anthus lutescens	652	USNM:Birds:636034	2
JQ174049		05-May-1989	Philippines: Luzon		17.85 N 121.983 E	Anthus gustavi	520	USNM:Birds:613108	2
JQ174048		07-May-1989	Philippines: Luzon		17.85 N 121.983 E	Anthus gustavi	562	USNM:Birds:613109	2
JQ174047		25-Aug-2002	Uruguay: Soriano		33.767 S 57.383 W	Anthus furcatus	652	USNM:Birds:630477	2
JQ174046		26-Aug-2002	Uruguay: Soriano		33.783 S 57.333 W	Anthus furcatus	568	USNM:Birds:630386	2
JQ174045		26-Oct-2005	Uruguay: Rocha		33.742 S 53.746 W	Anthus correndera	652	USNM:Birds:636038	2
JQ174044		31-Aug-2002	Uruguay: Tacuarembo		32.317 S 55.433 W	Anthus correndera	652	USNM:Birds:630116	2
JQ174043		13-Aug-1991	USA: Mississippi			Anthropoides virgo	652	USNM:Birds:622461	2
JQ174042		08-Jun-2007	Gabon: Ogooue-Maritime		1.848 S 9.86 E	Anthreptes seimundi	652	USNM:Birds:627296	2
JQ174041		12-Mar-2006	Gabon: Ogooue-Maritime		1.936 S 9.881 E	Anthreptes seimundi	652	USNM:Birds:627025	2
JQ174040		28-Apr-1990	Panama: Bocas Del Toro		9.083 N 81.85 W	Anthracothorax veraguensis	639	USNM:Birds:607692	2
JQ174039		24-Apr-1990	Panama: Bocas Del Toro			Anthracothorax veraguensis	627	USNM:Birds:607690	2
JQ174038		24-Apr-1990	Panama: Bocas Del Toro			Anthracothorax veraguensis	645	USNM:Birds:607689	2
JQ174037		12-Feb-1989	Panama: Bocas Del Toro			Anthracothorax prevostii	652	USNM:Birds:606779	2
JQ174035		10-Nov-2000	Guyana		2.817 N 59.817 W	Anthracothorax nigricollis	623	USNM:Birds:623043	2
JQ174034		02-Nov-2000	Guyana		2.817 N 59.817 W	Anthracothorax nigricollis	649	USNM:Birds:627476	2
JQ174033		11-May-1988	Australia: New South Wales			Anthochaera carunculata	652	USNM:Birds:542181	2
JQ174032		11-Jul-1998	Johnston Atoll: Johnston Island			Anous tenuirostris	611	USNM:Birds:626564	2
JQ174031		27-Feb-2001	Johnston Atoll: Johnston Island			Anous tenuirostris	652	USNM:Birds:626568	2
JQ174030		01-May-1998	Johnston Atoll: Johnston Island			Anous tenuirostris	652	USNM:Birds:622579	2
JQ174029		06-Jun-1999	Johnston Atoll: Johnston Island			Anous stolidus	652	USNM:Birds:622583	2
JQ174028		21-Apr-2002	Johnston Atoll			Anous stolidus	652	USNM:Birds:631999	2
JQ174027		21-May-2001	Johnston Atoll: Sand Island			Anous stolidus	652	USNM:Birds:622611	2
JQ174026		01-Mar-2002	Johnston Atoll: Johnston Island			Anous minutus	652	USNM:Birds:631386	2
JQ174025		04-Jun-2006	Gabon: Ogooue-Maritime		1.936 S 9.881 E	Eurillas virens	652	USNM:Birds:627318	2
JQ174023		12-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Eurillas virens	644	USNM:Birds:631614	2
JQ174022		20-Jun-2006	Gabon: Ogooue-Maritime		1.936 S 9.881 E	Andropadus latirostris	652	USNM:Birds:627312	2
JQ174019		10-Jun-2006	Gabon: Ogooue-Maritime		1.936 S 9.881 E	Andropadus gracilis	652	USNM:Birds:627329	2
JQ174016		09-Oct-2004	South Korea: North Cholla		35.883 N 126.633 E	Anas poecilorhyncha	652	USNM:Birds:633424	2
JQ174015		10-May-1988	Australia: New South Wales			Anas gibberifrons	652	USNM:Birds:610562	2
JQ174014		22-Feb-1992	Argentina: Buenos Aires			Anas bahamensis	652	USNM:Birds:614567	2
JQ174013		24-Feb-1992	Argentina: Buenos Aires			Anas bahamensis	652	USNM:Birds:614568	2
JQ174012		05-Jun-2006	Gabon: Ogooue-Maritime		1.936 S 9.881 E	Anabathmis reichenbachii	652	USNM:Birds:627289	2
JQ174011		10-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.596 E	Anabathmis reichenbachii	652	USNM:Birds:630907	2
JQ174010		20-Jun-2006	Gabon: Ogooue-Maritime		1.936 S 9.881 E	Anabathmis reichenbachii	652	USNM:Birds:623007	2
JQ174009		24-Oct-2005	Uruguay: Rocha		33.742 S 53.746 W	Amblyramphus holosericeus	626	USNM:Birds:635721	2
JQ174008		21-Apr-1990	Panama: Bocas Del Toro			Amblycercus holosericeus	645	USNM:Birds:613556	2
JQ174007		23-Apr-1990	Panama: Bocas Del Toro			Amblycercus holosericeus	645	USNM:Birds:608009	2
JQ174006		18-Sep-1986	Brazil: Para		3.65 S 52.367 W	Amazona ochrocephala	652	USNM:Birds:541328	2
JQ174005		21-Aug-1986	Brazil: Para		3.65 S 52.367 W	Amazona ochrocephala	652	USNM:Birds:572511	2
JQ174004		14-Apr-2000	Guyana		2.867 N 59.267 W	Amazona ochrocephala	644	USNM:Birds:626049	2
JQ174003		06-Dec-1990	Saint Vincent and the Grenadines: Saint Vincent			Amazona guildingii	652	USNM:Birds:613763	2
JQ174002		15-Sep-1997	Guyana: Northwest District		7.367 N 60.483 W	Amazona farinosa	652	USNM:Birds:621394	2
JQ174001		01-Apr-1996	Guyana: Berbice		5.75 N 57.933 W	Amazona farinosa	652	USNM:Birds:610150	2
JQ174000		15-Sep-1997	Guyana: Northwest District		7.367 N 60.483 W	Amazona farinosa	652	USNM:Birds:586309	2
JQ173997		05-Feb-1989	Panama: Bocas Del Toro		9.233 N 82.267 W	Amazona autumnalis	652	USNM:Birds:B06446	2
JQ173996		13-Feb-1989	Panama: Bocas Del Toro		9.233 N 82.267 W	Amazona autumnalis	652	USNM:Birds:612297	2
JQ173995		04-Apr-2000	Guyana		2.20 N 59.367 W	Amazona amazonica	652	USNM:Birds:622357	2
JQ173994		23-Mar-2000	Guyana		2.367 N 59.45 W	Amazilia viridigaster	649	USNM:Birds:625974	2
JQ173993		26-Apr-1990	Panama: Bocas Del Toro			Amazilia tzacatl	652	USNM:Birds:607724	2
JQ173992		11-Apr-1990	Panama: Bocas Del Toro		9.15 N 82.067 W	Amazilia tzacatl	652	USNM:Birds:607716	2
JQ173991		18-Apr-1990	Panama: Bocas Del Toro			Amazilia tzacatl	652	USNM:Birds:607723	2
JQ173990		31-Mar-1990	Panama: Bocas Del Toro			Amazilia handleyi	652	USNM:Birds:607713	2
JQ173989		31-Mar-1990	Panama: Bocas Del Toro			Amazilia handleyi	624	USNM:Birds:607712	2
JQ173988		31-Mar-1990	Panama: Bocas Del Toro			Amazilia handleyi	652	USNM:Birds:607711	2
JQ173987		02-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Amazilia fimbriata	652	USNM:Birds:632771	2
JQ173986		08-Nov-2000	Guyana		2.817 N 59.817 W	Amazilia fimbriata	652	USNM:Birds:627510	2
JQ173984		05-May-1990	Panama: Chiriqui			Amazilia edward	645	USNM:Birds:542821	2
JQ173983		18-Feb-1988	Panama: Bocas Del Toro			Amazilia amabilis	652	USNM:Birds:606105	2
JQ173982		09-Apr-1990	Panama: Bocas Del Toro		9.15 N 82.067 W	Amazilia amabilis	652	USNM:Birds:607709	2
JQ173981		05-Mar-1989	Panama: Bocas Del Toro			Amazilia amabilis	652	USNM:Birds:606796	2
JQ173980		19-Sep-1997	Guyana: Northwest District		7.367 N 60.483 W	Amaurolimnas concolor	652	USNM:Birds:616358	2
JQ173979		25-Sep-1997	Guyana: Northwest District		7.367 N 60.483 W	Amaurolimnas concolor	652	USNM:Birds:586302	2
JQ173978		14-Feb-2007	Guyana: Cuyuni-Mazaruni		5.984 N 61.045 W	Alopochelidon fucata	612	USNM:Birds:639116	2
JQ173977		14-Feb-2007	Guyana: Cuyuni-Mazaruni		5.984 N 61.045 W	Alopochelidon fucata	645	USNM:Birds:639259	2
JQ173976		17-Feb-2007	Guyana: Cuyuni-Mazaruni		5.984 N 61.045 W	Alopochelidon fucata	600	USNM:Birds:639291	2
JQ173974		12-Feb-2001	Myanmar: Kachin		27.50 N 97.802 E	Alophoixus flaveolus	652	USNM:Birds:631811	2
JQ173972		29-Mar-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Alethe poliocephala	652	USNM:Birds:631489	2
JQ173971		29-Sep-2002	Gabon: Ogooue-Maritime		2.34 S 9.598 E	Alethe poliocephala	652	USNM:Birds:630800	2
JQ173970		08-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Alethe poliocephala	652	USNM:Birds:631590	2
JQ173969		11-Jun-2006	Gabon: Ogooue-Maritime		1.825 S 9.881 E	Alethe diademata	644	USNM:Birds:627275	2
JQ173968		27-Feb-2006	Gabon: Ogooue-Maritime		1.948 S 9.852 E	Alethe diademata	651	USNM:Birds:622853	2
JQ173966		26-Feb-2006	Gabon: Ogooue-Maritime		1.948 S 9.852 E	Alethe diademata	651	USNM:Birds:622851	2
JQ173965		26-Feb-2006	Gabon: Ogooue-Maritime		1.948 S 9.852 E	Alethe diademata	651	USNM:Birds:626980	2
JQ173964		11-Jun-2006	Gabon: Ogooue-Maritime		1.825 S 9.881 E	Alethe diademata	652	USNM:Birds:627330	2
JQ173963		30-Nov-1988	Australia: Queensland			Alectura lathami	652	USNM:Birds:612658	2
JQ173962		25-Feb-2001	Myanmar: Kachin		28.168 N 97.68 E	Alcippe vinipectus	652	USNM:Birds:631849	2
JQ173961		12-Feb-2001	Myanmar: Kachin		27.50 N 97.802 E	Alcippe rufogularis	652	USNM:Birds:631805	2
JQ173960		12-Feb-2001	Myanmar: Kachin		27.50 N 97.802 E	Alcippe rufogularis	652	USNM:Birds:631806	2
JQ173959		11-Dec-1994	Myanmar: Sagaing			Alcippe poioicephala	652	USNM:Birds:620478	2
JQ173958		11-Dec-1994	Myanmar: Sagaing			Alcippe poioicephala	652	USNM:Birds:620477	2
JQ173956		05-Mar-2001	Myanmar: Kachin		27.747 N 97.82 E	Alcippe morrisonia	652	USNM:Birds:631862	2
JQ173955		12-Feb-2001	Myanmar: Kachin		27.50 N 97.802 E	Alcippe morrisonia	652	USNM:Birds:631813	2
JQ173954		05-Mar-2001	Myanmar: Kachin		27.747 N 97.82 E	Alcippe morrisonia	652	USNM:Birds:631863	2
JQ173953		25-Feb-2001	Myanmar: Kachin		28.168 N 97.68 E	Alcippe cinereiceps	652	USNM:Birds:631850	2
JQ173952		24-Feb-2001	Myanmar: Kachin		28.168 N 97.68 E	Alcippe cinereiceps	652	USNM:Birds:631843	2
JQ173951		27-Feb-2001	Myanmar: Kachin		28.051 N 97.649 E	Alcippe cinerea	652	USNM:Birds:631852	2
JQ173950		18-Feb-2001	Myanmar: Kachin		27.747 N 97.82 E	Alcippe cinerea	652	USNM:Birds:631830	2
JQ173949		10-Mar-2001	Myanmar: Kachin		27.468 N 97.717 E	Alcippe castaneceps	652	USNM:Birds:631876	2
JQ173948		24-Feb-2001	Myanmar: Kachin		28.168 N 97.68 E	Alcippe castaneceps	652	USNM:Birds:631842	2
JQ173947		27-Apr-1995	Myanmar: Chin			Alcippe castaneceps	652	USNM:Birds:620617	2
JQ173946		20-Apr-1995	Myanmar: Chin			Alcippe brunnea	652	USNM:Birds:620572	2
JQ173945		18-Apr-1995	Myanmar: Chin			Alcippe brunnea	652	USNM:Birds:609272	2
JQ173944		11-Feb-1994	Papua New Guinea: New Ireland		4.55 S 152.95 E	Alcedo websteri	652	USNM:Birds:608681	2
JQ173942		10-Feb-1994	Papua New Guinea: New Ireland		4.55 S 152.95 E	Alcedo websteri	652	USNM:Birds:615064	2
JQ173941		17-Jun-2006	Gabon: Ogooue-Maritime		1.821 S 9.882 E	Alcedo quadribrachys	652	USNM:Birds:623003	2
JQ173940		06-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Alcedo quadribrachys	652	USNM:Birds:631557	2
JQ173938		10-Jun-2006	Gabon: Ogooue-Maritime		1.936 S 9.881 E	Corythornis leucogaster	652	USNM:Birds:627300	2
JQ173936		07-Jun-2006	Gabon: Ogooue-Maritime		1.848 S 9.86 E	Corythornis leucogaster	652	USNM:Birds:627295	2
JQ173935		04-Oct-1989	Australia: Queensland			Alcedo azurea	652	USNM:Birds:612709	2
JQ173933		06-Nov-2000	Guyana		2.817 N 59.817 W	Amazilia versicolor	649	USNM:Birds:627495	2
JQ173932		10-Nov-2000	Guyana		2.817 N 59.817 W	Amazilia versicolor	636	USNM:Birds:627421	2
JQ173931		11-Mar-2002	Guyana		8.40 N 59.75 W	Amazilia leucogaster	639	USNM:Birds:616809	2
JQ173930		25-Apr-2001	Guyana		6.733 N 58.217 W	Amazilia leucogaster	643	USNM:Birds:626952	2
JQ173929		12-Mar-2002	Guyana		8.40 N 59.75 W	Amazilia leucogaster	652	USNM:Birds:627562	2
JQ173928		18-Feb-1999	Guyana		6.517 N 57.733 W	Amazilia brevirostris	651	USNM:Birds:625396	2
JQ173927		25-Oct-2005	Uruguay: Rocha		33.742 S 53.746 W	Chrysomus thilius	649	USNM:Birds:635803	2
JQ173926		29-Oct-2005	Uruguay: Rocha		33.196 S 53.669 W	Chrysomus thilius	652	USNM:Birds:636107	2
JQ173925		18-Feb-1992	Argentina: Entre Rios			Chrysomus thilius	652	USNM:Birds:614739	2
JQ173924		16-Feb-1996	Argentina: Entre Rios			Chrysomus thilius	652	USNM:Birds:614738	2
JQ173923		20-Apr-2003	USA: California		38.628 N 121.089 W	Agelaius tricolor	652	USNM:Birds:632199	2
JQ173922		21-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Agamia agami	652	USNM:Birds:637248	2
JQ173920		03-Mar-2001	Myanmar: Kachin		27.832 N 97.763 E	Aethopyga saturata	652	USNM:Birds:631860	2
JQ173919		09-Mar-2001	Myanmar: Kachin		27.50 N 97.802 E	Aethopyga saturata	652	USNM:Birds:631874	2
JQ173918		09-Mar-2001	Myanmar: Kachin		27.468 N 97.717 E	Aethopyga saturata	652	USNM:Birds:631875	2
JQ173917		25-Feb-2001	Myanmar: Kachin		28.168 N 97.68 E	Aethopyga nipalensis	652	USNM:Birds:631845	2
JQ173916		22-Apr-1995	Myanmar: Chin			Aethopyga nipalensis	652	USNM:Birds:620588	2
JQ173915		23-Apr-1995	Myanmar: Chin			Aethopyga ignicauda	652	USNM:Birds:620599	2
JQ173914		24-Apr-1995	Myanmar: Chin			Aethopyga ignicauda	652	USNM:Birds:609288	2
JQ173913		04-Oct-1995	Argentina: Tucuman		26.75 S 65.738 W	Aeronautes andecolus	652	USNM:Birds:620740	2
