accession	collection_date	country	lat_lon	scientific_name	specimen_voucher	sequence_length	trace_count
JQ174733	07-Feb-2001	Guyana	5.20 N 57.283 W	Elaenia cristata	USNM:Birds:627192	510	2
JQ174729	06-Apr-1990	Panama: Bocas Del Toro	9.15 N 82.067 W	Dumetella carolinensis	USNM:Birds:607885	645	2
JQ174726	16-Jul-1998	Swaziland		Dryoscopus cubla	USNM:Birds:621684	652	2
JQ174725	08-Apr-1990	Panama: Bocas Del Toro		Dryocopus lineatus	USNM:Birds:607739	648	2
JQ174724	12-Feb-1989	Panama: Bocas Del Toro		Dryocopus lineatus	USNM:Birds:606829	652	2
JQ174723	07-Sep-2002	Uruguay: Soriano	33.778 S 57.231 W	Drymornis bridgesii	USNM:Birds:630140	652	2
JQ174722	04-Sep-2002	Uruguay: Soriano	33.783 S 57.333 W	Drymornis bridgesii	USNM:Birds:630446	628	3
JQ174721	25-Aug-2002	Uruguay: Soriano	33.783 S 57.333 W	Drymornis bridgesii	USNM:Birds:630108	652	2
JQ174717	09-Apr-2001	Guyana	5.267 N 60.733 W	Doryfera johannae	USNM:Birds:626826	652	2
JQ174716	18-Sep-2002	Uruguay: Colonia	33.987 S 58.311 W	Donacospiza albifrons	USNM:Birds:630463	652	2
JQ174715	03-Sep-2002	Uruguay: Soriano	33.783 S 57.333 W	Donacospiza albifrons	USNM:Birds:630127	627	2
JQ174714	10-Oct-2000	Guyana	6.733 N 58.217 W	Donacobius atricapilla	USNM:Birds:625901	642	2
JQ174711	26-Mar-1999	Guyana	1.65 N 58.617 W	Dolospingus fringilloides	USNM:Birds:625728	591	2
JQ174708	15-Nov-1994	Guyana: Essequibo	5.50 N 60.783 W	Discosura longicaudus	USNM:Birds:616146	652	2
JQ174707	04-Oct-1997	Guyana: North West	7.367 N 60.483 W	Discosura longicaudus	USNM:Birds:616367	652	2
JQ174706	31-Mar-2000	Guyana	2.20 N 59.367 W	Diopsittaca nobilis	USNM:Birds:622137	652	2
JQ174705	24-Mar-2000	Guyana	2.367 N 59.45 W	Diopsittaca nobilis	USNM:Birds:626124	652	2
JQ174703	06-Apr-2001	Guyana	5.267 N 60.733 W	Diglossa major	USNM:Birds:626818	652	2
JQ174702	07-Apr-2001	Guyana	5.267 N 60.733 W	Diglossa major	USNM:Birds:626822	652	2
JQ174701	04-Apr-2001	Guyana	5.267 N 60.733 W	Diglossa major	USNM:Birds:626858	652	2
JQ174700	23-Nov-1994	Myanmar: Pegu		Dicrurus remifer	USNM:Birds:620311	652	2
JQ174699	16-Jan-1994	Papua New Guinea: New Ireland	4.50 S 152.933 E	Dicrurus megarhynchus	USNM:Birds:615055	652	2
JQ174698	30-Jan-1994	Papua New Guinea: New Ireland	4.45 S 152.933 E	Dicrurus megarhynchus	USNM:Birds:615057	652	2
JQ174697	16-Jan-1994	Papua New Guinea: New Ireland	4.504 S 152.937 E	Dicrurus megarhynchus	USNM:Birds:616063	652	2
JQ174695	28-Nov-1997	Myanmar: Sagaing		Dicrurus leucophaeus	USNM:Birds:586571	639	2
JQ174694	15-Apr-1995	Myanmar: Chin		Dicrurus leucophaeus	USNM:Birds:620526	652	2
JQ174693	14-Apr-1995	Myanmar: Chin		Dicrurus leucophaeus	USNM:Birds:620517	652	2
JQ174692	23-Nov-1994	Myanmar: Pegu		Dicrurus hottentottus	USNM:Birds:620318	652	2
JQ174691	23-Nov-1994	Myanmar: Pegu		Dicrurus hottentottus	USNM:Birds:620316	652	2
JQ174690	08-May-1989	Philippines: Luzon	17.833 N 122.017 E	Dicrurus balicassius	USNM:Birds:607393	651	2
JQ174689	30-Sep-2002	Gabon: Ogooue-Maritime	2.34 S 9.598 E	Dicrurus adsimilis	USNM:Birds:630808	619	2
JQ174688	28-Sep-2002	Gabon: Ogooue-Maritime	2.34 S 9.598 E	Dicrurus adsimilis	USNM:Birds:630796	652	2
JQ174687	28-Sep-2002	Gabon: Ogooue-Maritime	2.34 S 9.598 E	Dicrurus adsimilis	USNM:Birds:630795	652	2
JQ174685	16-Jan-1994	Papua New Guinea: New Ireland	4.50 S 152.933 E	Dicaeum eximium	USNM:Birds:608695	652	2
JQ174683	01-Dec-1997	Myanmar: Sagaing		Dicaeum chrysorrheum	USNM:Birds:586593	517	2
JQ174681	31-Aug-1998	Guyana	1.383 N 58.933 W	Deroptyus accipitrinus	USNM:Birds:621715	652	2
JQ174680	02-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Xiphorhynchus picus	USNM:Birds:632768	652	2
JQ174679	17-Oct-2000	Guyana	6.517 N 57.733 W	Xiphorhynchus picus	USNM:Birds:627368	635	2
JQ174678	02-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Xiphorhynchus picus	USNM:Birds:632831	652	2
JQ174677	02-Sep-1995	USA: Maryland		Setophaga tigrina	USNM:Birds:586278	652	2
JQ174676	04-Jun-2002	USA: Virginia	38.433 N 78.271 W	Setophaga pensylvanica	USNM:Birds:627721	651	2
JQ174675	06-Jun-2003	USA: Virginia	38.583 N 79.637 W	Setophaga magnolia	USNM:Birds:634203	652	2
JQ174660	05-Dec-1994	Myanmar: Sagaing		Dendrocopos canicapillus	USNM:Birds:620434	652	2
JQ174659	03-Dec-1994	Myanmar: Sagaing		Dendrocopos canicapillus	USNM:Birds:620400	652	2
JQ174657	05-Sep-1986	Brazil: Para	3.65 S 52.367 W	Dendrocolaptes picumnus	USNM:Birds:572542	652	2
JQ174655	19-Dec-2000	Guyana	5.933 N 58.233 W	Dendrocolaptes picumnus	USNM:Birds:627144	652	2
JQ174654	19-Dec-2000	Guyana	5.933 N 58.233 W	Dendrocolaptes picumnus	USNM:Birds:626700	648	2
JQ174653	20-Sep-1986	Brazil: Para	3.65 S 52.367 W	Dendrocolaptes concolor	USNM:Birds:562243	648	2
JQ174651	07-Aug-1996	United Kingdom: Suffolk		Delichon urbicum	USNM:Birds:586203	652	2
JQ174650	23-May-2006	Greece: Macedonia	41.265 N 24.498 E	Delichon urbicum	USNM:Birds:637476	652	2
JQ174649	30-Mar-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Deleornis fraseri	USNM:Birds:631506	652	2
JQ174648	16-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Deleornis fraseri	USNM:Birds:631651	652	2
JQ174647	30-Mar-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Deleornis fraseri	USNM:Birds:631507	652	2
JQ174645	18-Mar-1999	Guyana	1.583 N 58.633 W	Deconychura stictolaema	USNM:Birds:625435	651	2
JQ174627	28-Nov-1997	Myanmar: Sagaing		Cyornis rubeculoides	USNM:Birds:586591	652	2
JQ174626	22-Nov-1994	Myanmar: Pegu		Cyornis rubeculoides	USNM:Birds:620301	652	2
JQ174625	23-Nov-1994	Myanmar: Pegu		Cyornis rubeculoides	USNM:Birds:620312	652	2
JQ174623	14-Sep-1997	Guyana: Northwest District	7.367 N 60.483 W	Cymbilaimus lineatus	USNM:Birds:621430	652	2
JQ174606	03-Nov-2005	Uruguay: Artigas	30.81 S 56.096 W	Cyanoloxia glaucocaerulea	USNM:Birds:635854	652	2
JQ174605	13-Sep-2002	Uruguay: Tacuarembo	31.309 S 56.038 W	Cyanoloxia glaucocaerulea	USNM:Birds:630336	652	2
JQ174604	04-Nov-2005	Uruguay: Artigas	30.81 S 56.096 W	Cyanoloxia glaucocaerulea	USNM:Birds:636062	652	2
JQ174603	06-Mar-1991	Panama: Bocas Del Toro		Cyanocorax morio	USNM:Birds:614081	652	2
JQ174602	19-Jan-2001	Guyana	5.517 N 60.733 W	Cyanocorax cayanus	USNM:Birds:626757	639	2
JQ174601	13-Jul-2004	Guyana	4.933 N 59.883 W	Cyanocorax cayanus	USNM:Birds:632386	652	2
JQ174599	08-Mar-1991	Panama: Bocas Del Toro		Cyanocorax affinis	USNM:Birds:614080	652	2
JQ174597	22-Apr-1990	Panama: Bocas Del Toro		Cyanerpes lucidus	USNM:Birds:607975	651	2
JQ174595	20-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Cyanerpes cyaneus	USNM:Birds:639331	652	2
JQ174593	21-Mar-2001	Guyana	5.283 N 60.75 W	Cyanerpes caeruleus	USNM:Birds:626872	639	2
JQ174591	15-Feb-2001	Myanmar: Kachin	27.611 N 97.898 E	Culicicapa ceylonensis	USNM:Birds:631817	652	2
JQ174590	27-Nov-1997	Myanmar: Sagaing		Culicicapa ceylonensis	USNM:Birds:586589	652	2
JQ174589	07-Dec-1994	Myanmar: Sagaing		Hierococcyx sparverioides	USNM:Birds:620452	652	2
JQ174588	16-Sep-1997	Guyana: Northwest District	7.367 N 60.483 W	Crypturellus variegatus	USNM:Birds:586294	652	2
JQ174587	20-Mar-1999	Guyana	1.583 N 58.633 W	Crypturellus variegatus	USNM:Birds:621935	633	2
JQ174586	05-Mar-1989	Panama: Bocas Del Toro		Crypturellus soui	USNM:Birds:612255	652	2
JQ174584	24-Apr-1990	Panama: Bocas Del Toro		Crypturellus soui	USNM:Birds:613347	652	2
JQ174582	21-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	3.58 N 58.663 W	Crypturellus cinereus	USNM:Birds:637158	596	2
JQ174581	11-Feb-2001	Guyana	5.20 N 57.283 W	Crypturellus cinereus	USNM:Birds:616768	575	2
JQ174580	21-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	3.58 N 58.663 W	Crypturellus cinereus	USNM:Birds:637157	652	2
JQ174579	12-Sep-1998	Guyana	1.383 N 58.933 W	Crypturellus brevirostris	USNM:Birds:625102	652	2
JQ174578	09-Sep-1998	Guyana	1.333 N 58.967 W	Crypturellus brevirostris	USNM:Birds:621695	652	2
JQ174576	01-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Criniger calurus	USNM:Birds:631544	618	2
JQ174575	07-Jun-2006	Gabon: Ogooue-Maritime	1.848 S 9.86 E	Criniger calurus	USNM:Birds:627274	652	2
JQ174574	12-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Criniger calurus	USNM:Birds:631618	652	2
JQ174572	15-Jun-2006	Gabon: Ogooue-Maritime	1.821 S 9.882 E	Criniger barbatus	USNM:Birds:627278	652	2
JQ174571	08-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Criniger barbatus	USNM:Birds:631589	652	2
JQ174570	10-Sep-1986	Brazil: Para	3.65 S 52.367 W	Crax fasciolata	USNM:Birds:541314	651	2
JQ174568	09-Sep-1998	Guyana	1.383 N 58.933 W	Crax alector	USNM:Birds:621701	646	2
JQ174567	29-Oct-2005	Uruguay: Rocha	33.196 S 53.669 W	Cranioleuca sulphurifera	USNM:Birds:635957	652	2
JQ174566	29-Oct-2005	Uruguay: Rocha	33.196 S 53.669 W	Cranioleuca sulphurifera	USNM:Birds:635955	652	2
JQ174565	29-Oct-2005	Uruguay: Rocha	33.196 S 53.669 W	Cranioleuca sulphurifera	USNM:Birds:636105	652	2
JQ174564	08-Apr-2001	Guyana	5.267 N 60.733 W	Cranioleuca demissa	USNM:Birds:626864	652	2
JQ174563	05-Apr-2001	Guyana	5.267 N 60.733 W	Cranioleuca demissa	USNM:Birds:626813	652	2
JQ174562	07-Apr-2001	Guyana	5.267 N 60.733 W	Cranioleuca demissa	USNM:Birds:626682	652	2
JQ174561	16-Jun-1995	United Kingdom: Suffolk		Coturnix coturnix	USNM:Birds:621265	652	2
JQ174558	23-Jul-2004	Guyana	4.933 N 59.883 W	Cotinga cotinga	USNM:Birds:632564	652	2
JQ174557	24-Feb-1999	Guyana	6.023 N 58.20 W	Cotinga cayana	USNM:Birds:625541	652	2
JQ174556	10-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.596 E	Cossypha niveicapilla	USNM:Birds:630910	617	2
JQ174554	27-Sep-2002	Gabon: Ogooue-Maritime	2.34 S 9.598 E	Cossypha natalensis	USNM:Birds:630782	652	2
JQ174553	27-Sep-2002	Gabon: Ogooue-Maritime	2.34 S 9.598 E	Cossypha natalensis	USNM:Birds:630775	652	2
JQ174552	29-Sep-2002	Gabon: Ogooue-Maritime	2.34 S 9.598 E	Cossypha natalensis	USNM:Birds:627686	608	2
JQ174551	26-Jul-2004	Guyana	4.902 N 59.901 W	Corythopis torquatus	USNM:Birds:632821	652	2
JQ174550	10-Nov-2005	Uruguay: Artigas	30.512 S 57.756 W	Coryphistera alaudina	USNM:Birds:636126	652	2
JQ174549	10-Nov-2005	Uruguay: Artigas	30.497 S 57.735 W	Coryphistera alaudina	USNM:Birds:635882	652	2
JQ174548	29-Nov-1996	Northern Mariana Islands		Corvus kubaryi	USNM:Birds:621661	652	2
JQ174547	10-Jun-1997	Mongolia: Arhangay	47.933 N 99.554 E	Corvus dauuricus	USNM:Birds:586686	618	2
JQ174546	19-May-2001	USA: Virginia		Corvus brachyrhynchos	USNM:Birds:601687	652	2
JQ174545	25-Jul-2004	Guyana	4.933 N 59.883 W	Corapipo gutturalis	USNM:Birds:632463	652	3
JQ174544	24-Feb-1991	Panama: Bocas Del Toro		Corapipo altera	USNM:Birds:608134	652	2
JQ174541	16-Jan-1994	Papua New Guinea: New Ireland	4.50 S 152.933 E	Coracina papuensis	USNM:Birds:615029	652	2
JQ174540	05-May-1989	Philippines: Luzon	17.85 N 121.983 E	Coracina coerulescens	USNM:Birds:607407	652	2
JQ174536	01-Dec-1997	Myanmar: Sagaing		Copsychus saularis	USNM:Birds:586577	612	2
JQ174535	09-Dec-1994	Myanmar: Sagaing		Copsychus saularis	USNM:Birds:620460	652	2
JQ174534	11-Dec-1994	Myanmar: Sagaing		Kittacincla malabarica	USNM:Birds:620472	652	2
JQ174533	28-Nov-1997	Myanmar: Sagaing		Kittacincla malabarica	USNM:Birds:616419	652	2
JQ174532	28-Nov-1997	Myanmar: Sagaing		Kittacincla malabarica	USNM:Birds:586576	652	2
JQ174531	28-Apr-1989	Philippines: Luzon	17.917 N 122.033 E	Kittacincla luzoniensis	USNM:Birds:607453	648	2
JQ174530	29-Apr-1989	Philippines: Luzon	17.917 N 122.033 E	Kittacincla luzoniensis	USNM:Birds:607455	601	2
JQ174529	09-May-1989	Philippines: Luzon	17.85 N 121.983 E	Kittacincla luzoniensis	USNM:Birds:607452	648	2
JQ174528	08-Sep-1998	Guyana	1.383 N 58.933 W	Contopus nigrescens	USNM:Birds:625244	652	2
JQ174524	25-Jun-2005	USA: California	40.668 N 120.851 W	Contopus cooperi	USNM:Birds:634973	573	2
JQ174523	18-Aug-1986	Brazil: Para		Conopophaga melanogaster	USNM:Birds:572604	652	2
JQ174522	16-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Conopophaga aurita	USNM:Birds:637141	607	2
JQ174521	09-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Conopophaga aurita	USNM:Birds:637100	652	2
JQ174520	20-Sep-1998	Guyana	1.65 N 58.617 W	Conopophaga aurita	USNM:Birds:621779	652	2
JQ174519	29-Mar-2000	Guyana	2.20 N 59.367 W	Conopias parvus	USNM:Birds:622217	581	2
JQ174516	10-Feb-2001	Guyana	5.20 N 57.283 W	Conopias albovittatus	USNM:Birds:627204	639	2
JQ174515	10-Feb-2001	Guyana	5.20 N 57.283 W	Conopias albovittatus	USNM:Birds:626748	652	2
JQ174514	23-Jan-2001	Guyana	5.517 N 60.733 W	Conopias albovittatus	USNM:Birds:622968	639	2
JQ174512	06-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Conirostrum speciosum	USNM:Birds:632520	630	2
JQ174510	11-Mar-2002	Guyana	8.40 N 59.75 W	Conirostrum bicolor	USNM:Birds:627559	652	2
JQ174509	17-Oct-2000	Guyana	6.517 N 57.733 W	Conirostrum bicolor	USNM:Birds:627453	649	2
JQ174507	11-Nov-2000	Guyana	2.817 N 59.817 W	Columbina minuta	USNM:Birds:627529	632	2
JQ174506	04-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Columbina minuta	USNM:Birds:632498	652	2
JQ174505	08-Nov-2000	Guyana	2.817 N 59.817 W	Columbina minuta	USNM:Birds:627513	646	2
JQ174503	03-Feb-1989	Panama: Bocas Del Toro	9.233 N 82.267 W	Colonia colonus	USNM:Birds:606961	643	2
JQ174502	08-May-1989	Philippines: Luzon	17.85 N 121.983 E	Aerodramus whiteheadi	USNM:Birds:607333	648	2
JQ174501	11-May-1989	Philippines: Luzon	17.85 N 121.983 E	Collocalia troglodytes	USNM:Birds:607336	648	2
JQ174500	11-May-1989	Philippines: Luzon	17.85 N 121.983 E	Collocalia troglodytes	USNM:Birds:607337	648	2
JQ174499	05-May-1989	Philippines: Luzon	17.85 N 121.983 E	Collocalia troglodytes	USNM:Birds:607335	622	2
JQ174498	12-Mar-1990	Philippines: Cagayan, Babuyan Islands		Collocalia marginata	USNM:Birds:635388	648	2
JQ174497	12-Mar-1990	Philippines: Cagayan, Babuyan Islands		Collocalia marginata	USNM:Birds:635402	648	2
JQ174496	12-Mar-1990	Philippines: Cagayan, Babuyan Islands		Collocalia marginata	USNM:Birds:635410	648	2
JQ174495	05-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Colinus cristatus	USNM:Birds:632666	652	2
JQ174493	05-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Colinus cristatus	USNM:Birds:632839	652	2
JQ174491	06-Apr-2001	Guyana	5.267 N 60.733 W	Colibri delphinae	USNM:Birds:626669	597	2
JQ174490	04-Apr-2001	Guyana	5.267 N 60.733 W	Colibri delphinae	USNM:Birds:626810	652	2
JQ174488	16-Feb-1996	Argentina: Entre Rios		Colaptes melanochloros	USNM:Birds:614652	652	2
JQ174487	30-Aug-2002	Uruguay: Tacuarembo	32.283 S 55.45 W	Colaptes campestris	USNM:Birds:630185	652	2
JQ174486	24-Aug-2002	Uruguay: Soriano	33.783 S 57.333 W	Colaptes campestris	USNM:Birds:630378	652	2
JQ174485	25-Aug-2002	Uruguay: Soriano	33.767 S 57.383 W	Colaptes campestris	USNM:Birds:630358	652	2
JQ174484	28-Feb-1989	Panama: Bocas Del Toro		Cochlearius cochlearius	USNM:Birds:612256	652	2
JQ174483	11-Mar-2000	Guyana	6.417 N 57.60 W	Coccyzus minor	USNM:Birds:625948	652	2
JQ174482	07-Nov-2005	Uruguay: Artigas	30.132 S 57.038 W	Coccyzus melacoryphus	USNM:Birds:635981	652	2
JQ174481	06-Nov-2005	Uruguay: Artigas	30.132 S 57.038 W	Coccyzus melacoryphus	USNM:Birds:636118	623	3
JQ174480	15-Feb-1992	Argentina: Entre Rios		Coccyzus cinereus	USNM:Birds:614641	649	2
JQ174479	14-Feb-1992	Argentina: Entre Rios		Coccyzus cinereus	USNM:Birds:614640	652	2
JQ174478	21-Sep-1997	Guyana: Northwest District	7.367 N 60.483 W	Coccycua minuta	USNM:Birds:616363	651	2
JQ174477	24-Mar-2002	Guyana	8.25 N 59.733 W	Coccycua minuta	USNM:Birds:616828	652	2
JQ174475	25-Feb-1998	USA: Virginia		Hesperiphona vespertina	USNM:Birds:622739	652	2
JQ174474	20-Apr-1990	Panama: Bocas Del Toro		Cnipodectes subbrunneus	USNM:Birds:607843	652	2
JQ174472	11-Dec-2000	Guyana	6.80 N 58.483 W	Cnemotriccus fuscatus	USNM:Birds:627075	652	2
JQ174471	14-Feb-1989	Panama: Bocas Del Toro		Claravis pretiosa	USNM:Birds:606735	652	2
JQ174469	06-Mar-1991	Panama: Bocas Del Toro		Claravis pretiosa	USNM:Birds:613972	652	2
JQ174468	09-Nov-2000	Guyana	2.817 N 59.817 W	Claravis pretiosa	USNM:Birds:627518	640	2
JQ174467	14-Sep-1997	Guyana: Northwest District	7.367 N 60.483 W	Cissopis leverianus	USNM:Birds:586477	652	2
JQ174465	21-Sep-2002	Uruguay: Rocha	33.794 S 53.887 W	Circus buffoni	USNM:Birds:630308	652	2
JQ174463	25-Oct-2005	Uruguay: Rocha		Circus buffoni	USNM:Birds:635728	652	2
JQ174462	06-Mar-2001	Myanmar: Kachin	27.746 N 97.723 E	Cinclus pallasii	USNM:Birds:631867	652	2
JQ174461	06-Aug-1989	Saint Vincent and the Grenadines: St. Andrew Parish		Cinclocerthia ruficauda	USNM:Birds:612562	652	2
JQ174460	20-Apr-1995	Myanmar: Chin		Myiomela leucura	USNM:Birds:620566	652	2
JQ174459	18-Apr-1995	Myanmar: Chin		Myiomela leucura	USNM:Birds:620530	652	2
JQ174458	29-Oct-2005	Uruguay: Rocha	33.22 S 53.686 W	Ciconia maguari	USNM:Birds:635750	652	2
JQ174457	18-Feb-1992	Argentina: Entre Rios		Ciconia maguari	USNM:Birds:614526	652	2
JQ174456	18-Feb-1992	Argentina: Entre Rios		Ciconia maguari	USNM:Birds:614527	652	2
JQ174455	27-Oct-2005	Uruguay: Rocha	33.553 S 53.878 W	Ciconia maguari	USNM:Birds:635735	652	2
JQ174454	22-Mar-2001	Guyana	5.283 N 60.75 W	Cichlopsis leucogenys	USNM:Birds:626880	639	2
JQ174452	11-Sep-1986	Brazil: Para	3.65 S 52.367 W	Ciccaba virgata	USNM:Birds:541331	652	2
JQ174451	05-Mar-1991	Panama: Bocas Del Toro		Ciccaba virgata	USNM:Birds:613975	652	2
JQ174450	13-Apr-1990	Panama: Bocas Del Toro		Ciccaba nigrolineata	USNM:Birds:613368	652	2
JQ174449	05-Apr-1990	Panama: Bocas Del Toro		Ciccaba nigrolineata	USNM:Birds:613367	645	2
JQ174447	20-Oct-2000	Guyana	6.683 N 57.933 W	Chrysomus icterocephalus	USNM:Birds:627460	649	2
JQ174446	17-Nov-2000	Guyana	6.733 N 58.217 W	Chrysomus icterocephalus	USNM:Birds:623065	614	2
JQ174444	03-Dec-1997	Myanmar: Sagaing		Chrysomma sinense	USNM:Birds:586580	643	2
JQ174443	26-Mar-2000	Guyana	2.367 N 59.45 W	Chrysolampis mosquitus	USNM:Birds:616602	652	2
JQ174441	19-Mar-2000	Guyana	2.367 N 59.45 W	Chrysolampis mosquitus	USNM:Birds:616589	642	2
JQ174440	07-May-1989	Philippines: Luzon	17.85 N 121.983 E	Chrysocolaptes lucidus	USNM:Birds:607369	651	2
JQ174439	07-May-1989	Philippines: Luzon	17.85 N 121.983 E	Chrysocolaptes lucidus	USNM:Birds:607370	651	2
JQ174438	05-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Chordeiles acutipennis	USNM:Birds:632838	652	2
JQ174436	24-Oct-2000	Guyana	6.10 N 58.25 W	Chlorostilbon notatus	USNM:Birds:627383	641	2
JQ174435	18-Mar-2002	Guyana	8.25 N 59.733 W	Chlorostilbon notatus	USNM:Birds:616820	652	2
JQ174434	22-Mar-2002	Guyana	8.25 N 59.733 W	Chlorostilbon notatus	USNM:Birds:627732	652	2
JQ174433	15-Oct-2000	Guyana	6.30 N 58.217 W	Chlorostilbon mellisugus	USNM:Birds:627363	652	2
JQ174432	21-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Chlorostilbon mellisugus	USNM:Birds:639184	652	2
JQ174427	07-Dec-1994	Myanmar: Sagaing		Chloropsis aurifrons	USNM:Birds:620450	652	2
JQ174426	22-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Xenopipo uniformis	USNM:Birds:639360	652	2
JQ174425	13-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Xenopipo uniformis	USNM:Birds:639256	652	2
JQ174424	31-Aug-1998	Guyana	1.383 N 58.933 W	Chlorophonia cyanea	USNM:Birds:625305	652	2
JQ174422	20-Apr-1990	Panama: Bocas Del Toro		Chloroceryle inda	USNM:Birds:613418	652	2
JQ174421	03-Sep-1986	Brazil: Para	3.65 S 52.367 W	Chloroceryle inda	USNM:Birds:541611	652	2
JQ174419	17-Mar-1999	Guyana	1.583 N 58.633 W	Chloroceryle amazona	USNM:Birds:587753	643	2
JQ174404	21-Jun-1993	USA: Oregon		Chamaea fasciata	USNM:Birds:600038	652	2
JQ174402	25-Apr-1994	Panama: Bocas Del Toro	9.342 N 82.533 W	Chalybura urochrysia	USNM:Birds:608924	652	2
JQ174401	16-Jan-1994	Papua New Guinea: New Ireland	4.50 S 152.933 E	Chalcophaps stephani	USNM:Birds:615011	652	2
JQ174398	11-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.596 E	Chalcomitra fuliginosa	USNM:Birds:630920	652	2
JQ174397	10-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.596 E	Chalcomitra fuliginosa	USNM:Birds:627699	537	2
JQ174396	11-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.596 E	Chalcomitra fuliginosa	USNM:Birds:630919	652	2
JQ174392	15-Nov-1994	Guyana: Essequibo	5.50 N 60.783 W	Chaetura cinereiventris	USNM:Birds:609123	652	2
JQ174391	20-Jul-2004	Guyana	4.933 N 59.883 W	Chaetura cinereiventris	USNM:Birds:632429	652	2
JQ174390	15-Nov-1994	Guyana: Essequibo	5.50 N 60.783 W	Chaetura chapmani	USNM:Birds:609124	652	2
JQ174372	16-May-2006	Greece: Lesvos	39.066 N 26.381 E	Certhia brachydactyla	USNM:Birds:637436	652	2
JQ174371	19-May-2006	Greece: Lesvos	39.118 N 26.27 E	Certhia brachydactyla	USNM:Birds:637453	652	2
JQ174370	23-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Cercomacra tyrannina	USNM:Birds:637082	652	2
JQ174369	23-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	3.58 N 58.663 W	Cercomacra tyrannina	USNM:Birds:637030	652	2
JQ174368	10-Feb-2001	Guyana	5.20 N 57.283 W	Cercomacra tyrannina	USNM:Birds:626760	652	2
JQ174367	13-Apr-1994	Panama: Panama		Cercomacra nigricans	USNM:Birds:608930	652	2
JQ174351	11-May-1990	Panama: Chiriqui		Cephalopterus glabricollis	USNM:Birds:542860	652	2
JQ174350	06-May-1989	Philippines: Luzon	17.85 N 121.983 E	Centropus unirufus	USNM:Birds:607318	652	2
JQ174349	18-Feb-1998	Swaziland		Centropus superciliosus	USNM:Birds:621678	652	2
JQ174348	18-Feb-1998	Swaziland		Centropus superciliosus	USNM:Birds:621677	652	2
JQ174347	24-Oct-2000	Guyana	6.10 N 58.25 W	Celeus undatus	USNM:Birds:627382	621	2
JQ174346	17-Jan-2001	Guyana	5.517 N 60.733 W	Celeus undatus	USNM:Birds:627042	639	2
JQ174344	25-Mar-1999	Guyana	1.583 N 58.633 W	Celeus torquatus	USNM:Birds:625423	641	2
JQ174340	03-Apr-2000	Guyana	2.20 N 59.367 W	Celeus flavus	USNM:Birds:616607	652	2
JQ174339	24-Aug-1986	Brazil: Para	3.65 S 52.367 W	Celeus flavus	USNM:Birds:541384	652	2
JQ174338	14-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Celeus elegans	USNM:Birds:637063	652	2
JQ174336	05-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Celeus elegans	USNM:Birds:632723	652	2
JQ174335	08-Mar-1991	Panama: Bocas Del Toro		Celeus castaneus	USNM:Birds:614006	652	2
JQ174334	06-Dec-1994	Myanmar: Sagaing		Celeus brachyurus	USNM:Birds:620445	652	2
JQ174333	19-Mar-1990	Philippines: Cagayan, Babuyan Islands		Cecropis striolata	USNM:Birds:635291	651	2
JQ174332	19-Mar-1990	Philippines: Cagayan, Babuyan Islands		Cecropis striolata	USNM:Birds:635292	651	2
JQ174330	01-Jan-2001	Panama: Chiriqui		Catharus gracilirostris	USNM:Birds:613334	652	2
